inserted_at,platform_name,delivery_platform,delivery_tracking_number,order_id,order_no,external_order_no,shipping_label
2024-04-20 04:38:44,Shopee,Giao Hàng Nhanh,G8PQWN8M,15945710,SPEKIE-2404208BCFQAE0,SPEKIE-2404208BCFQAE0,https://files.onpoint.vn/order/2024/04/20/9604769964WG3R4PAPORI3ZLJKMZNCZ32_shipping_label.pdf
2024-04-20 04:29:22,Shopee,Giao Hàng Nhanh,G8PQWCML,15945587,SPEKIE-2404208AUQSM5B,SPEKIE-2404208AUQSM5B,https://files.onpoint.vn/order/2024/04/20/628377874GILBMW75LM4YCAZXWVS5TBW7_shipping_label.pdf
2024-04-20 04:05:40,Shopee,Giao Hàng Nhanh,G8PQK3GR,15945201,SPEBLM-24042089HBMQ2J,SPEBLM-24042089HBMQ2J,https://files.onpoint.vn/order/2024/04/20/97171917U2OKZGGGQLIRVTCKJI2DWBCE_shipping_label.pdf
2024-04-20 04:05:24,Shopee,Giao Hàng Nhanh,G8PQKBGV,15945198,SPEPSN-24042089GUEDY8,SPEPSN-24042089GUEDY8,https://files.onpoint.vn/order/2024/04/20/547760069AIMDDH7YPTPNT57KXEQLVYAX_shipping_label.pdf
2024-04-20 03:41:06,Shopee,Giao Hàng Nhanh,G8PQK4PV,15944794,SPEELX-240420885DW8RY,SPEELX-240420885DW8RY,https://files.onpoint.vn/order/2024/04/20/570063687TQQ7EWTUZF6RHZOQMRJDB6XQ_shipping_label.pdf
2024-04-20 03:40:21,Shopee,Giao Hàng Nhanh,G8PQHWP8,15944780,SPEGRP-24042088430W6X,SPEGRP-24042088430W6X,https://files.onpoint.vn/order/2024/04/20/505494341JRXDYNYNYCQN363BOTDUP2JX_shipping_label.pdf
2024-04-20 03:33:40,Shopee,Giao Hàng Nhanh,G8PQK6HT,15944668,SPEKIE-24042087R4K8GM,SPEKIE-24042087R4K8GM,https://files.onpoint.vn/order/2024/04/20/667393871QB2GGNOA7MYI6ISBUPNKTXJD_shipping_label.pdf
2024-04-20 03:22:24,Shopee,Giao Hàng Nhanh,G8PQHWBM,15944502,SPEGRP-240420873YX01A,SPEGRP-240420873YX01A,https://files.onpoint.vn/order/2024/04/20/490382635WRQU3X2GBKIWMLN6KH3MNGRC_shipping_label.pdf
2024-04-20 02:39:21,Shopee,Giao Hàng Nhanh,G8PQBNRU,15943919,SPEMES-24042084PYNT6J,SPEMES-24042084PYNT6J,https://files.onpoint.vn/order/2024/04/20/107293312XZ2UENRFNMNNW6RUZZM5XVHQ_shipping_label.pdf
2024-04-20 02:39:07,Shopee,Giao Hàng Nhanh,G8PQB6H6,15943916,SPEUIM-24042084PJAB8J,SPEUIM-24042084PJAB8J,https://files.onpoint.vn/order/2024/04/20/440897966M62DYVA6MOB373PB27SA3CBM_shipping_label.pdf
2024-04-20 02:27:05,Shopee,Giao Hàng Nhanh,G8PQ3FU6,15943756,SPEKIE-2404208412N4NB,SPEKIE-2404208412N4NB,https://files.onpoint.vn/order/2024/04/20/388953298A4G5GQAN2SNTEAIWZXZKXF7T_shipping_label.pdf
2024-04-20 02:20:44,Shopee,Giao Hàng Nhanh,G8PQPX7R,15943677,SPEPSN-24042083NQ9DWW,SPEPSN-24042083NQ9DWW,https://files.onpoint.vn/order/2024/04/20/288898976VCWZSXUQEVFKBQOSZLNSHA2J_shipping_label.pdf
2024-04-20 02:13:04,Shopee,Giao Hàng Nhanh,G8PQBWBL,15943587,SPECSC-2404208380NE2J,SPECSC-2404208380NE2J,https://files.onpoint.vn/order/2024/04/20/871894021BIRG2AVYYEM2M7M6QBRKWWIW_shipping_label.pdf
2024-04-20 02:08:20,Shopee,Giao Hàng Nhanh,G8PQB6AN,15943519,SPEKIE-24042082YHSF7C,SPEKIE-24042082YHSF7C,https://files.onpoint.vn/order/2024/04/20/600841102RF5UD5PISO7BK5LBD3SG53V7_shipping_label.pdf
2024-04-20 02:07:34,Shopee,Giao Hàng Nhanh,G8PQHWPQ,15943499,SPEGRP-24042082X5W5HA,SPEGRP-24042082X5W5HA,https://files.onpoint.vn/order/2024/04/20/661225167G3LMD6L5Q3LUT63AT2R5LBXT_shipping_label.pdf
2024-04-20 01:57:29,Shopee,Giao Hàng Nhanh,G8PQD8G6,15943361,SPECSC-24042082C4XY52,SPECSC-24042082C4XY52,https://files.onpoint.vn/order/2024/04/20/495644651646BS26H5WKQSOEUOYDAWSBQ_shipping_label.pdf
2024-04-20 01:56:02,Shopee,Giao Hàng Nhanh,G8PQDTXY,15943340,SPEKIE-240420829J16GT,SPEKIE-240420829J16GT,https://files.onpoint.vn/order/2024/04/20/980014805WVNHOTORWMTL6VPD2SG2BJLR_shipping_label.pdf
2024-04-20 01:51:47,Shopee,Giao Hàng Nhanh,G8PQPA8Y,15943299,SPECJF-240420821XSMAP,SPECJF-240420821XSMAP,https://files.onpoint.vn/order/2024/04/20/105963824WXESA3EYP5LW4QWDCHKE3ICE_shipping_label.pdf
2024-04-20 01:39:41,Shopee,Giao Hàng Nhanh,G8PQDLHX,15943190,SPEKIE-24042081CAFHQH,SPEKIE-24042081CAFHQH,https://files.onpoint.vn/order/2024/04/20/206439968V6SCE65JMBFOMQSMGEEBCB3B_shipping_label.pdf
2024-04-20 01:29:20,Shopee,Giao Hàng Nhanh,G8PQN6P4,15943100,SPEKIE-24042080ST5U1S,SPEKIE-24042080ST5U1S,https://files.onpoint.vn/order/2024/04/20/335955272VZ3EETPTULEZCWRVU4TYRRRR_shipping_label.pdf
2024-04-20 00:52:59,Shopee,Giao Hàng Nhanh,G8PQVWAX,15942850,SPEKIE-2404207XRT7XXY,SPEKIE-2404207XRT7XXY,https://files.onpoint.vn/order/2024/04/20/9813446DPRJOKMWQSZXLGOQR3JRRNX4_shipping_label.pdf
2024-04-20 00:45:54,Shopee,Giao Hàng Nhanh,G8PQ6XQN,15942808,SPECSC-2404207XC4WP8U,SPECSC-2404207XC4WP8U,https://files.onpoint.vn/order/2024/04/20/344073549MI6WXW5IMY3HOI5VLCPAJOVR_shipping_label.pdf
2024-04-20 00:17:22,Shopee,Giao Hàng Nhanh,G8PQ9X7C,15939128,SPECBB-2404207VS46RAY,SPECBB-2404207VS46RAY,https://files.onpoint.vn/order/2024/04/20/410142776E375UPTXB2XJTSIOPGRGBAU_shipping_label.pdf
2024-04-20 00:06:51,Shopee,Giao Hàng Nhanh,G8PQV9BV,15938567,SPEMES-2404207V69G3SJ,SPEMES-2404207V69G3SJ,https://files.onpoint.vn/order/2024/04/20/4061549823NUNFD4YO332SLSSUKCETBZ4_shipping_label.pdf
2024-04-19 23:26:34,Shopee,Giao Hàng Nhanh,G8PQ9NQU,15938387,SPEKIE-2404207SX9EUG4,SPEKIE-2404207SX9EUG4,https://files.onpoint.vn/order/2024/04/20/995031354JTLAKZ533Q44H2T46VQ3HIJL_shipping_label.pdf
2024-04-19 23:26:34,Shopee,Giao Hàng Nhanh,G8PQ9LP9,15938386,SPEKIE-2404207SX9EUG0,SPEKIE-2404207SX9EUG0,https://files.onpoint.vn/order/2024/04/20/785632472HMYCBSNRHSE3CQ6IJKE33GB_shipping_label.pdf
2024-04-19 22:22:24,Shopee,Giao Hàng Nhanh,G8PQVRW3,15938207,SPETHM-2404207PBHT1PR,SPETHM-2404207PBHT1PR,https://files.onpoint.vn/order/2024/04/20/788147496ZHNHWTVKAZZHFB3QHLATRTYD_shipping_label.pdf
2024-04-19 22:14:08,Shopee,Giao Hàng Nhanh,G8PQCHA4,15938194,SPECBB-2404207NVRT1U0,SPECBB-2404207NVRT1U0,https://files.onpoint.vn/order/2024/04/20/982813212DLIZL6V76EK6BOCRMURDXEDW_shipping_label.pdf
2024-04-19 21:34:09,Shopee,Giao Hàng Nhanh,G8PL7RCG,15938136,SPEJNJ-2404207KN8XA7W,SPEJNJ-2404207KN8XA7W,https://files.onpoint.vn/order/2024/04/20/278476511TB2HVCW4QDT423BV4LDQCBKV_shipping_label.pdf
2024-04-19 21:33:29,Shopee,Ninja Van,SPEVN249970570786B,15938134,SPEHUG-2404207KM2RFF7,SPEHUG-2404207KM2RFF7,https://files.onpoint.vn/order/2024/04/20/407503318NLJPIKW7CQZGMR4RE4CKUXO6_shipping_label.pdf
2024-04-19 21:28:38,Shopee,SPX Express,SPXVN049946933004,15938132,SPEVAR-2404207KBD75DT,SPEVAR-2404207KBD75DT,https://files.onpoint.vn/order/2024/04/20/55334568KTZFIXBOG2KDMG2LXBEG756J_shipping_label.pdf
2024-04-19 21:15:10,Shopee,Giao Hàng Nhanh,G8PQCKUH,15938115,SPEPSN-2404207JK9PE0S,SPEPSN-2404207JK9PE0S,https://files.onpoint.vn/order/2024/04/20/3567408487YPDKJMAFZANIDZBSEAFFZAG_shipping_label.pdf
2024-04-19 20:50:56,Shopee,Giao Hàng Nhanh,G8PQC4HG,15937961,SPECBB-2404207H800601,SPECBB-2404207H800601,https://files.onpoint.vn/order/2024/04/20/843925033OMRFSJFUMTHCPACO5S7YKFWJ_shipping_label.pdf
2024-04-19 20:45:41,Shopee,Giao Hàng Nhanh,G8PQC4WA,15937949,SPEHUG-2404207GXKNC9V,SPEHUG-2404207GXKNC9V,https://files.onpoint.vn/order/2024/04/20/1758195233YQJ4OI5RLXY4LDTRPROQCVG_shipping_label.pdf
2024-04-19 20:45:35,Shopee,SPX Express,SPXVN049366561304,15937948,SPETHM-2404207GXDV5KY,SPETHM-2404207GXDV5KY,https://files.onpoint.vn/order/2024/04/20/2007457A6DJOUJ4JHR2QCRMSKPVIHQV_shipping_label.pdf
2024-04-19 20:41:24,Shopee,Giao Hàng Nhanh,G8PQCK7V,15937944,SPECBB-2404207GPXG51A,SPECBB-2404207GPXG51A,https://files.onpoint.vn/order/2024/04/20/260175057ESHRQKBTJXZATKKLA6R66HSR_shipping_label.pdf
2024-04-19 20:31:59,Shopee,SPX Express,SPXVN047728833944,15937934,SPECJF-2404207G63R16R,SPECJF-2404207G63R16R,https://files.onpoint.vn/order/2024/04/20/349459734OYCXCNTXKU2NYBWLUNWEQMPA_shipping_label.pdf
2024-04-19 20:14:05,Shopee,SPX Express,SPXVN041784776564,15937918,SPETHM-2404207F63D8DQ,SPETHM-2404207F63D8DQ,https://files.onpoint.vn/order/2024/04/20/7212968087FH3BBYGTC3BI6DJPBP7FQVE_shipping_label.pdf
2024-04-19 20:12:22,Shopee,SPX Express,SPXVN046074029904,15937916,SPEKIE-2404207F3266G2,SPEKIE-2404207F3266G2,https://files.onpoint.vn/order/2024/04/20/24355480Y6EB3BEKLK4OEIPRQQSN7V7V_shipping_label.pdf
2024-04-19 20:10:46,Shopee,Giao Hàng Nhanh,G8PQCBYU,15937914,SPECBB-2404207F05Q1WW,SPECBB-2404207F05Q1WW,https://files.onpoint.vn/order/2024/04/20/126080926OBIIK27ITFFO3OK5TBU5YDWV_shipping_label.pdf
2024-04-19 19:57:30,Shopee,Giao Hàng Nhanh,G8PQC34B,15937897,SPECSC-2404207E8DKPGB,SPECSC-2404207E8DKPGB,https://files.onpoint.vn/order/2024/04/20/32015094DIPVESZ4KVH326TTKKGPF4H4_shipping_label.pdf
2024-04-19 19:48:37,Shopee,SPX Express,SPXVN046844090894,15937874,SPEUIM-2404207DRJ7FT5,SPEUIM-2404207DRJ7FT5,https://files.onpoint.vn/order/2024/04/20/145504002WC2WY2EDB25LVOB6OUGU4JHS_shipping_label.pdf
2024-04-19 19:39:34,Shopee,Giao Hàng Nhanh,G8PQCBX3,15937852,SPEHUG-2404207D8BD9WM,SPEHUG-2404207D8BD9WM,https://files.onpoint.vn/order/2024/04/20/111278845YDDZS7F4CL6BX2WPN2CM2CDP_shipping_label.pdf
2024-04-19 19:36:28,Shopee,Giao Hàng Nhanh,G8PQCBX4,15937844,SPEKIE-2404207D2U11XJ,SPEKIE-2404207D2U11XJ,https://files.onpoint.vn/order/2024/04/20/787129863XTGJFIK7OATYH6MHBAPEBCUS_shipping_label.pdf
2024-04-19 19:29:42,Shopee,Giao Hàng Nhanh,G8PQCBCT,15937342,SPEKIE-2404207ATP4BNG,SPEKIE-2404207ATP4BNG,https://files.onpoint.vn/order/2024/04/20/189658975LNIWBRVHYKJ4XTLQFHK2WDG_shipping_label.pdf
2024-04-19 19:28:23,Shopee,Giao Hàng Nhanh,G8PQCBCP,15937320,SPEUIM-2404207A277BRD,SPEUIM-2404207A277BRD,https://files.onpoint.vn/order/2024/04/20/337349068XRTURIRTUX77TKRLUBTH4KNW_shipping_label.pdf
2024-04-19 19:27:25,Shopee,SPX Express,SPXVN047085541194,15937147,SPETHM-24042074EBRT5Y,SPETHM-24042074EBRT5Y,https://files.onpoint.vn/order/2024/04/22/551140564TTYSHPM6OFEOJ54SWINPT2ER_shipping_label.pdf
2024-04-19 19:26:55,Shopee,Giao Hàng Nhanh,G8PQCBGP,15937002,SPECSC-24042074DWDVQQ,SPECSC-24042074DWDVQQ,https://files.onpoint.vn/order/2024/04/20/577092796DZ3S45NXXZPBSAVATXBPERKT_shipping_label.pdf
2024-04-19 19:26:54,Shopee,Giao Hàng Nhanh,G8PQCBG3,15936995,SPECSC-24042074C39B5J,SPECSC-24042074C39B5J,https://files.onpoint.vn/order/2024/04/20/95750019FVLFR3IKZB4K4QQ4OGWOSFOS_shipping_label.pdf
2024-04-19 19:26:32,Shopee,Giao Hàng Nhanh,G8PQCBLU,15936969,SPECBB-24042074QKC34F,SPECBB-24042074QKC34F,https://files.onpoint.vn/order/2024/04/20/442602169ZALQB5XLGHZE2IIFIEKAIZL7_shipping_label.pdf
2024-04-19 19:26:32,Shopee,Giao Hàng Nhanh,G8PQCBL7,15936970,SPECBB-24042074WJ58U7,SPECBB-24042074WJ58U7,https://files.onpoint.vn/order/2024/04/20/960586159YQLIJLGASVJE7VBIC3KM75MQ_shipping_label.pdf
2024-04-19 19:26:31,Shopee,Giao Hàng Nhanh,G8PQWP7C,15936965,SPECBB-24042074KBYATN,SPECBB-24042074KBYATN,https://files.onpoint.vn/order/2024/04/20/449886414PUJVUHOCZCE6E4RXSRIPMNIZ_shipping_label.pdf
2024-04-19 19:23:37,Shopee,GHN - Hàng Cồng Kềnh,G8PQDNKG,15936871,SPECBE-24042074PWG8DS,SPECBE-24042074PWG8DS,https://files.onpoint.vn/order/2024/04/20/9555506066Y63R2UIX5WK3N3BT4O4E3KX_shipping_label.pdf
2024-04-19 19:22:21,Shopee,Giao Hàng Nhanh,G8PL7RCQ,15936814,SPEJNJ-2404207687SYMF,SPEJNJ-2404207687SYMF,https://files.onpoint.vn/order/2024/04/20/162880769ZOPLT7TXRNQPGWIFJTBRKF4O_shipping_label.pdf
2024-04-19 19:18:46,Shopee,Giao Hàng Nhanh,G8PQCBQ7,15936764,SPEMES-240420750U305F,SPEMES-240420750U305F,https://files.onpoint.vn/order/2024/04/20/445062101MFDRBXTBB45FKHUZAOD4HQQM_shipping_label.pdf
2024-04-19 19:16:14,Shopee,Giao Hàng Nhanh,G8PQCB4W,15936727,SPEUIM-2404207BXM9VC9,SPEUIM-2404207BXM9VC9,https://files.onpoint.vn/order/2024/04/20/299181166YF64ZP52DZFPUTRVOJP356FA_shipping_label.pdf
2024-04-19 19:10:16,Shopee,Giao Hàng Nhanh,G8PQCPET,15936498,SPEBLM-24042075Q4C5C0,SPEBLM-24042075Q4C5C0,https://files.onpoint.vn/order/2024/04/20/2324203257A5QFDDIAE5ZG5XNVUHKR74_shipping_label.pdf
2024-04-19 19:08:36,Shopee,Giao Hàng Nhanh,G8PQCBPB,15936488,SPEJNJ-2404207BH0F00V,SPEJNJ-2404207BH0F00V,https://files.onpoint.vn/order/2024/04/20/122296296QD4DSV7GOYQWJVVMXWQR4UIA_shipping_label.pdf
2024-04-19 19:04:43,Shopee,Giao Hàng Nhanh,G8PQCBDG,15936404,SPEJNJ-2404207BA19G1Q,SPEJNJ-2404207BA19G1Q,https://files.onpoint.vn/order/2024/04/20/901619497XIMXNOUSDS25T4M3PJPJEHLK_shipping_label.pdf
2024-04-19 19:02:52,Shopee,Giao Hàng Nhanh,G8PQCVFD,15936330,SPEUIM-2404207B6RE7PF,SPEUIM-2404207B6RE7PF,https://files.onpoint.vn/order/2024/04/20/729799899QO6A3PF4VD4TNHFNFJBN2V3D_shipping_label.pdf
2024-04-19 18:54:43,Shopee,Giao Hàng Nhanh,G8PQCKAR,15936293,SPEBAY-240420773XQDRT,SPEBAY-240420773XQDRT,https://files.onpoint.vn/order/2024/04/20/11010165857W6SSSUHH6XZLCHAXFBOT2V_shipping_label.pdf
2024-04-19 18:52:59,Shopee,Giao Hàng Nhanh,G8PQCV6C,15936275,SPECSC-240420770UGUV0,SPECSC-240420770UGUV0,https://files.onpoint.vn/order/2024/04/20/202096763SAGDOXUOZMUW2GQXC6ILSV7L_shipping_label.pdf
2024-04-19 18:49:04,Shopee,Giao Hàng Nhanh,G8PQC974,15936234,SPEBLM-24042078RD56VC,SPEBLM-24042078RD56VC,https://files.onpoint.vn/order/2024/04/20/810160326RBBARGNIV2ST6VM4POUQDPPI_shipping_label.pdf
2024-04-19 18:48:34,Shopee,Giao Hàng Nhanh,G8PQCBCA,15936214,SPEKIE-2404207ACJ3238,SPEKIE-2404207ACJ3238,https://files.onpoint.vn/order/2024/04/20/876608585KZSX3FZKMNWF4ZK76RZRB4M7_shipping_label.pdf
2024-04-19 18:39:30,Shopee,Giao Hàng Nhanh,G8PQCBC3,15936158,SPEUIM-24042079VF46PJ,SPEUIM-24042079VF46PJ,https://files.onpoint.vn/order/2024/04/20/437094449C4LQCMIXLBS22PKVZMONL7ER_shipping_label.pdf
2024-04-19 18:27:49,Shopee,Giao Hàng Nhanh,G8PQCCTC,15935734,SPEKIE-24042076G1NR1X,SPEKIE-24042076G1NR1X,https://files.onpoint.vn/order/2024/04/20/68758010J55BXDQZAISA5HFGFTHRRX4X_shipping_label.pdf
2024-04-19 18:27:13,Shopee,Giao Hàng Nhanh,G8PQCCWE,15935639,SPEKIE-24042075AF3V5T,SPEKIE-24042075AF3V5T,https://files.onpoint.vn/order/2024/04/20/863706125PESLK6JC6YRTFFOZ6HHG4RX5_shipping_label.pdf
2024-04-19 18:26:57,Shopee,Giao Hàng Nhanh,G8PQCV7C,15935573,SPEUIM-240420751VCP3T,SPEUIM-240420751VCP3T,https://files.onpoint.vn/order/2024/04/20/1547201546H45MZ644VUBLRIZ7WMZDXWM_shipping_label.pdf
2024-04-19 16:41:35,Shopee,Giao Hàng Nhanh,G8PQU8FM,15935223,SPEKIE-24042073A36BTC,SPEKIE-24042073A36BTC,https://files.onpoint.vn/order/2024/04/19/791797135GCSO23E5TP5S7WGP2TVXH6PM_shipping_label.pdf
2024-04-19 14:02:45,Shopee,Giao Hàng Nhanh,G8PQGXCR,15929629,SPEOBA-2404196TE3KUJC,SPEOBA-2404196TE3KUJC,https://files.onpoint.vn/order/2024/04/19/8805790FQNPS3ADPGSTJK7NJJX737ZS_shipping_label.pdf
2024-04-19 12:45:58,Shopee,Giao Hàng Nhanh,G8PQCKA3,15926518,SPEBAY-2404196P4T08RS,SPEBAY-2404196P4T08RS,https://files.onpoint.vn/order/2024/04/20/1392185836XPTBTHTDRDDD2TYD52OXKVC_shipping_label.pdf
2024-04-19 12:22:57,Shopee,Giao Hàng Nhanh,G8PQ7KXW,15926128,SPEUIM-2404196MUMY6GQ,SPEUIM-2404196MUMY6GQ,https://files.onpoint.vn/order/2024/04/19/679171360FZYKRAMCMLG7WJYZ3TXCJGIP_shipping_label.pdf
2024-04-19 12:20:20,Shopee,SPX Express,SPXVN042117840864,15926102,SPETHM-2404196MPY9EBW,SPETHM-2404196MPY9EBW,https://files.onpoint.vn/order/2024/04/20/697942139UD3J5456OOU5G2DPZGUSVJLQ_shipping_label.pdf
2024-04-19 11:46:45,Shopee,Giao Hàng Nhanh,G8PQNVX3,15925608,SPENVA-2404196JTWMJJ1,SPENVA-2404196JTWMJJ1,https://files.onpoint.vn/order/2024/04/20/893277890ZOQIT7APRBGLRHF7R44AJIQQ_shipping_label.pdf
2024-04-19 09:58:19,Shopee,Giao Hàng Nhanh,G8PQQWLG,15924217,SPECSC-2404196CS109YT,SPECSC-2404196CS109YT,https://files.onpoint.vn/order/2024/04/19/201192900OIFFUQ2G24FZL4ZSKGQZ72NB_shipping_label.pdf
2024-04-19 07:59:52,Shopee,Giao Hàng Nhanh,G8DEYET3,15922747,SPEKIE-2404196656AP4S,SPEKIE-2404196656AP4S,https://files.onpoint.vn/order/2024/04/19/31474537W7NJHVBK5CTYYH7XOZVQ3ZUF_shipping_label.pdf
2024-04-19 07:59:23,Shopee,Giao Hàng Nhanh,G8DE83B7,15922741,SPECJF-240419664AKDXW,SPECJF-240419664AKDXW,https://files.onpoint.vn/order/2024/04/19/758770224XVTUJRH3JMGJZGWSSAQDH3BS_shipping_label.pdf
2024-04-19 06:31:55,Shopee,SPX Express,SPXVN043391115694,15921673,SPENVA-240419617WQ3X0,SPENVA-240419617WQ3X0,https://files.onpoint.vn/order/2024/04/19/356364504Z733YKINIYSO5TZDAZMHIEXC_shipping_label.pdf
2024-04-19 06:30:30,Shopee,Giao Hàng Nhanh,G8DEWXRR,15921656,SPEUIM-240419615CQBTM,SPEUIM-240419615CQBTM,https://files.onpoint.vn/order/2024/04/19/408335759IPV4NIGOWRVN6GFK45NLRIRD_shipping_label.pdf
2024-04-19 06:00:45,Shopee,Giao Hàng Nhanh,G8DEWXRT,15921202,SPEUIM-2404195YG6DH42,SPEUIM-2404195YG6DH42,https://files.onpoint.vn/order/2024/04/19/916292512ACDX5J6RHAY26OURBIEVQDFY_shipping_label.pdf
2024-04-19 05:24:48,Shopee,Giao Hàng Nhanh,G8DEWXTP,15920474,SPETHM-2404195WFX7JJF,SPETHM-2404195WFX7JJF,https://files.onpoint.vn/order/2024/04/19/516818256UMSIPTGMRMBY5ID4VRUR2ZGX_shipping_label.pdf
2024-04-19 03:38:03,Shopee,SPX Express,SPXVN048617322014,15918601,SPETHM-2404195QH1X4VM,SPETHM-2404195QH1X4VM,https://files.onpoint.vn/order/2024/04/20/602133748VLQNMCDOBX4HMPOWZ3GNLNPW_shipping_label.pdf
2024-04-19 02:17:20,Shopee,tnsl_delivery,HTC464383226C0,15787654,SPEKEW-240415QXHNG194,SPEKEW-240415QXHNG194-GB,https://files.onpoint.vn/order/2024/04/19/SC63VRD2XLWOYIOCDIGDPJ7SODAO4O_shipping_label.pdf
2024-04-18 17:07:49,Shopee,Giao Hàng Nhanh,G8DELMLE,15910965,SPENVA-2404194MA3R678,SPENVA-2404194MA3R678,https://files.onpoint.vn/order/2024/04/19/79332145745GUOM2CYD7SZXPLNCFE7KSZ_shipping_label.pdf
2024-04-18 14:24:14,Shopee,SPX Express,SPXVN049883248564,15909119,SPENVA-2404184B5JFVBH,SPENVA-2404184B5JFVBH,https://files.onpoint.vn/order/2024/04/19/543419440HWZGVQLUWD6IMFYIKUOJWZ6H_shipping_label.pdf
2024-04-18 08:04:25,Shopee,tnsl_delivery,HTC880945251C0,15455250,SPEGRP-240404T9A7EWQQ,SPEGRP-240404T9A7EWQQ-GB,https://files.onpoint.vn/order/2024/04/18/SC4P4865VIVIQVVQUYY3BKOGZEE7W2_shipping_label.pdf
2024-04-18 04:27:35,Shopee,Giao Hàng Nhanh,G8DEGNFY,15902980,SPEMDE-24041839TPSBRC,SPEMDE-24041839TPSBRC,https://files.onpoint.vn/order/2024/04/19/931176029OQY4UD4MAW42AQQTSRYG73WQ_shipping_label.pdf
2024-04-17 15:47:32,Shopee,Giao Hàng Nhanh,G8DEFFBU,15895075,SPEOBA-2404171YBMESFQ,SPEOBA-2404171YBMESFQ,https://files.onpoint.vn/order/2024/04/19/684697295VHURCI7M7CPTCRDRHDFAUH4Y_shipping_label.pdf
2024-04-17 14:06:24,Shopee,SPX Express,SPXVN045184145844,15891053,SPEUIM-2404171SPSFCNX,SPEUIM-2404171SPSFCNX,https://files.onpoint.vn/order/2024/04/17/631454937AMMESHJ5GWTHBOBQBX3F5MLG_shipping_label.pdf
2024-04-17 13:20:13,Shopee,Giao Hàng Nhanh,G8DEGC9Y,15889344,SPETHM-2404171Q46U6R4,SPETHM-2404171Q46U6R4,https://files.onpoint.vn/order/2024/04/19/414694427WO3UWY4ODA4BGPBWO3534V7P_shipping_label.pdf
2024-04-17 11:08:38,Shopee,Giao Hàng Nhanh,G8DMLNVY,15886834,SPEJNJ-2404171FRWMJJF,SPEJNJ-2404171FRWMJJF,https://files.onpoint.vn/order/2024/04/17/906161837YT7A2BIMI3PYLIFWMCKVWLGX_shipping_label.pdf
2024-04-17 10:40:37,Shopee,Giao Hàng Nhanh,G8DMQMAB,15886356,SPEJNJ-2404171E6THCTV,SPEJNJ-2404171E6THCTV,https://files.onpoint.vn/order/2024/04/17/4314989367USV66TVYLYUUT3KEDVBJXLK_shipping_label.pdf
2024-04-17 10:31:05,Shopee,Giao Hàng Nhanh,G8DMQXY9,15886231,SPEJNJ-2404171DNRXW3K,SPEJNJ-2404171DNRXW3K,https://files.onpoint.vn/order/2024/04/17/807187998HETVLQNOU52GXEJN7RZGGOB2_shipping_label.pdf
2024-04-17 10:29:18,Shopee,Giao Hàng Nhanh,G8DMQXYC,15886210,SPEJNJ-2404171DJJXHNQ,SPEJNJ-2404171DJJXHNQ,https://files.onpoint.vn/order/2024/04/17/388835913K5GKYISXDSB7LQUAHF4ZATLV_shipping_label.pdf
2024-04-17 10:26:04,Shopee,Giao Hàng Nhanh,G8DMQH6Y,15886169,SPEPSN-2404171DCSW179,SPEPSN-2404171DCSW179,https://files.onpoint.vn/order/2024/04/17/748640772GS622CWONZBJ5VEU7YX77PR3_shipping_label.pdf
2024-04-17 10:24:53,Shopee,tnsl_delivery,HTC941098057C0,15776911,SPEMOL-240415QNRCS2WG,SPEMOL-240415QNRCS2WG-GB,https://files.onpoint.vn/order/2024/04/17/SC313AU2HFEJH6SYAUD3L2LLCIHG7I_shipping_label.pdf
2024-04-17 10:18:15,Shopee,tnsl_delivery,HTC761447119C0,15779434,SPEGRP-240415QP9VJH5X,SPEGRP-240415QP9VJH5X-GB,https://files.onpoint.vn/order/2024/04/17/SC315W4YGOGXJVQFZSQQOFLB3CZ462_shipping_label.pdf
2024-04-17 10:12:03,Shopee,Giao Hàng Nhanh,G8DMQNWR,15886016,SPEUIM-2404171CKPYWXX,SPEUIM-2404171CKPYWXX,https://files.onpoint.vn/order/2024/04/17/641111490IT5BO63YBM2YP64EMMXH4TFK_shipping_label.pdf
2024-04-17 10:01:52,Shopee,Giao Hàng Nhanh,G8DMQGRB,15885896,SPEPSN-2404171C1G9BT7,SPEPSN-2404171C1G9BT7,https://files.onpoint.vn/order/2024/04/17/266191855HKWFN7KLG2EHBE7WJ7X7F63R_shipping_label.pdf
2024-04-17 10:00:16,Shopee,SPX Express,SPXVN049673647204,15885880,SPEJNJ-2404171BXMNM4R,SPEJNJ-2404171BXMNM4R,https://files.onpoint.vn/order/2024/04/17/405626830UFHCXYIKJDZ6IQMC2VAB5OO6_shipping_label.pdf
2024-04-17 09:59:47,Shopee,Giao Hàng Nhanh,G8DMFQAC,15885874,SPEOBA-2404171BWSY1WV,SPEOBA-2404171BWSY1WV,https://files.onpoint.vn/order/2024/04/17/39779769BX7R2A2EH5GXTOMY4UUD6BKK_shipping_label.pdf
2024-04-17 09:55:09,Shopee,SPX Express,SPXVN040554952844,15885814,SPEUIM-2404171BNGTY5C,SPEUIM-2404171BNGTY5C,https://files.onpoint.vn/order/2024/04/17/978192362QL6PDZIVEVXJDFTWJLD5G5R5_shipping_label.pdf
2024-04-17 09:53:57,Shopee,SPX Express,SPXVN045423427774,15885798,SPEUIM-2404171BKB8GQ5,SPEUIM-2404171BKB8GQ5,https://files.onpoint.vn/order/2024/04/17/789314964LRMWKPWFTQ2SNZNC3PFBJF5E_shipping_label.pdf
